ts,uid,synth_src_ip,src_port,synth_dest_ip,dest_port,proto,service,duration,orig_bytes,resp_bytes,conn_state,local_orig,local_resp,missed_bytes,history,orig_pkts,orig_ip_bytes,resp_pkts,resp_ip_bytes,tunnel_parents,orig_mac,resp_mac,prefix_src,prefix_dest
1696677272.053714,CvTCLM2d67v1Tnopw5,132.239.1.244,1764,10.0.1.244,24944,tcp,-,0.184603,0,0,REJ,T,F,0,Sr,1,52,2,80,(empty),-,-,UCSD - 132,Private network range
1696678010.723026,CtOLGVQFGiVmKhbJk,132.239.1.244,63433,128.54.0.200,7000,tcp,-,4.059291,0,0,S0,T,T,0,S,10,640,0,0,(empty),-,-,UCSD - 132,UCSD - 128
1696677957.27126,CII4si2KGj2guyUZhc,0.0.0.200,49549,192.168.1.244,7000,tcp,-,2.003806,0,0,S0,T,T,0,S,4,256,0,0,(empty),-,-,This network,Private network range - 192
1696676752.089394,CTNmCh1eVgxO4brJfc,137.110.1.244,57699,192.168.1.244,7000,tcp,-,4.027303,0,0,S0,T,T,0,S,10,640,0,0,(empty),-,-,UCSD - 137,Private network range - 192
1696677490.510814,CKJOTy49i2DKxwFug2,192.135.237.0,56900,132.239.1.244,53,udp,dns,0.045494,30,246,SF,T,T,0,Dd,1,58,2,302,(empty),-,-,Marine Physical Lab - ..237,UCSD - 132
1696677619.694293,CWAH0v1VK1Mv4ppOrf,192.168.0.0,8731,0.0.1.244,52000,tcp,-,0.358922,68,0,RSTR,T,F,0,ShADar,3,200,6,264,(empty),-,-,Private network range - 192,This network
1696676888.681122,CJwr233LHVf8qUJcT2,132.239.0.0,60842,192.168.0.200,53,udp,dns,0.000475,27,968,SF,T,T,0,Dd,1,55,2,1024,(empty),-,-,UCSD - 132,Private network range - 192
1696677113.500341,CloqKh25nxpzVNCLk2,100.64.1.244,54410,132.239.0.50,53,udp,dns,0.000226,39,206,SF,T,T,0,Dd,1,67,2,262,(empty),-,-,CGNAT,UCSD - 132
1696676857.715459,C4Ezdw2iCufnzl2OS,192.168.0.50,53614,169.228.0.50,443,tcp,-,-,-,-,RSTOS0,T,F,0,R,1,40,0,0,(empty),-,-,Private network range - 192,UCSD - 169
1696677553.617506,CRlVmM3mpv4CfOK1J5,192.135.237.7,6992,192.135.238.0,61185,tcp,-,3.000040,0,0,S0,T,F,0,S,3,156,0,0,(empty),-,-,Marine Physical Lab - ..237,Marine Physical Lab - ..238
1696676432.141707,CyAb3h4fTRGl2TjZHc,128.54.0.50,51120,172.16.0.50,7000,tcp,-,4.041604,0,0,S0,T,T,0,S,10,640,0,0,(empty),-,-,UCSD - 128,Private network range - 172
1696677052.174041,Cot7vD458mT5EVBXWe,172.16.0.200,63411,132.239.0.200,7000,tcp,-,4.033715,0,0,S0,T,T,0,S,10,640,0,0,(empty),-,-,Private network range - 172,UCSD - 132
1696677640.66501,Crrxqn4eAxVfPKDGVg,137.110.0.0,58187,127.0.0.50,7000,tcp,-,4.070383,0,0,S0,T,T,0,S,10,640,0,0,(empty),-,-,UCSD - 137,Loopback
1696677302.940838,C1vnfj4JaewnKM5jQ,100.64.0.200,55937,169.228.1.244,7000,tcp,-,2.035735,0,0,S0,T,T,0,S,4,256,0,0,(empty),-,-,CGNAT,UCSD - 169
1696677413.511802,CJdlxp1vMEhNbDOcb2,10.0.0.50,51718,137.110.0.200,7000,tcp,-,2.012759,0,0,S0,T,T,0,S,4,256,0,0,(empty),-,-,Private network range,UCSD - 137
1696676566.010673,CjNZOY2mRO4DmudLwi,169.228.1.244,50336,127.0.1.244,53,udp,dns,0.000289,40,442,SF,T,T,0,Dd,1,68,2,498,(empty),-,-,UCSD - 169,Loopback
1696676928.285551,CtGQtk42Kg78RSjpM5,10.0.0.50,53800,137.110.0.200,443,tcp,ssl,0.184401,2536,5019,SF,T,F,0,ShADdaFfR,15,3148,28,11182,(empty),-,-,Private network range,UCSD - 137
1696676753.326405,C7WXVL1jEcNPSJViQ8,127.0.0.200,38946,128.54.0.0,443,tcp,ssl,0.068646,792,3473,SF,T,F,0,ShADadFf,12,1424,16,7794,(empty),-,-,Loopback,UCSD - 128
1696677316.886744,C1EP7MutgT4IxDXl,192.135.237.8,53642,128.54.0.50,7000,tcp,-,2.036165,0,0,S0,T,T,0,S,4,256,0,0,(empty),-,-,Marine Physical Lab - ..237,UCSD - 128
1696676464.423546,Cs5znl2CdUHSrVk0V1,10.0.0.50,63096,137.110.0.200,53,udp,dns,0.000278,49,198,SF,T,T,0,Dd,1,77,2,254,(empty),-,-,Private network range,UCSD - 137
1696677843.340836,CMseMybZj2DzZSge,192.135.237.10,62785,10.0.0.200,7000,tcp,-,2.078166,0,0,S0,T,T,0,S,4,256,0,0,(empty),-,-,Marine Physical Lab - ..237,Private network range
1696677640.703304,CglpbZ389Q3249ZOrg,132.239.1.244,58374,172.16.0.0,7000,tcp,-,4.073589,0,0,S0,T,T,0,S,10,640,0,0,(empty),-,-,UCSD - 132,Private network range - 172
1696676440.611525,CkO8qq3DoHtLGOUdzf,128.54.0.200,58636,128.54.1.244,7000,tcp,-,4.063321,0,0,S0,T,T,0,S,10,640,0,0,(empty),-,-,UCSD - 128,UCSD - 128
1696676725.302734,C4qMyv5OPe0Du1Wgl,192.135.237.6,58359,192.168.0.200,443,tcp,-,3.014918,0,0,S0,T,T,0,S,3,156,0,0,(empty),-,-,Marine Physical Lab - ..237,Private network range - 192
1696676187.562075,CX0DPn0YXG7Le3zl6,169.228.0.0,47872,192.135.237.7,443,tcp,ssl,0.471515,5087,6857,S1,T,F,0,ShADda,15,5875,22,14874,(empty),-,-,UCSD - 169,Marine Physical Lab - ..237
1696677550.373775,CJKC3uqaLMWehISu3,172.16.1.244,58457,0.0.0.50,80,tcp,http,0.219939,279,520,SF,T,F,0,ShADadFf,7,583,12,2052,(empty),-,-,Private network range - 172,This network
1696676876.658734,Cv9y0A2cyZj4PNJfS8,10.0.0.200,57457,10.0.1.244,53,udp,dns,0.000385,45,194,SF,T,T,0,Dd,1,73,2,250,(empty),-,-,Private network range,Private network range
1696677514.554653,CWHuGE1UMdd12XgOn9,192.168.0.200,18679,172.16.0.200,9902,udp,-,-,-,-,S0,T,F,0,D,1,132,0,0,(empty),-,-,Private network range - 192,Private network range - 172
1696676939.566237,CK1qFS1F9OESyab8Q6,192.168.0.200,50460,132.239.0.0,53,udp,dns,0.000283,43,686,SF,T,T,0,Dd,1,71,2,742,(empty),-,-,Private network range - 192,UCSD - 132
1696676683.441445,C4A6QFCgH78k7FJmf,132.239.1.244,55413,100.64.1.244,7000,tcp,-,2.015720,0,0,S0,T,T,0,S,4,256,0,0,(empty),-,-,UCSD - 132,CGNAT
1696677073.86398,CUH0oW3xLNvhi0j78e,0.0.1.244,62361,127.0.1.244,7000,tcp,-,2.016214,0,0,S0,T,T,0,S,4,256,0,0,(empty),-,-,This network,Loopback
1696677612.627151,ClaVhmyKyVNLxLS6,172.16.0.50,64334,100.64.0.50,7000,tcp,-,4.056652,0,0,S0,T,T,0,S,10,640,0,0,(empty),-,-,Private network range - 172,CGNAT
1696676895.014651,CuD1f42fFjMBokReCd,0.0.0.50,61470,128.54.0.200,7000,tcp,-,4.131735,0,0,S0,T,T,0,S,10,640,0,0,(empty),-,-,This network,UCSD - 128
1696676425.738813,CO2eqs2JnK16kEAeE9,192.135.238.5,56298,192.168.1.244,53,udp,dns,0.000603,40,198,SF,T,T,0,Dd,1,68,2,254,(empty),-,-,Marine Physical Lab - ..238,Private network range - 192
1696676850.255722,CAzzKz2Nhfj9SZW3v2,172.16.1.244,60516,192.168.1.244,443,tcp,ssl,0.533433,865,4235,SF,T,F,0,ShADadFf,9,1237,24,9454,(empty),-,-,Private network range - 172,Private network range - 192
1696676978.940893,CDcN3G2fsutxmCXdNc,128.54.0.200,10059,100.64.0.50,8999,tcp,-,-,-,-,S0,T,F,0,S,1,52,0,0,(empty),-,-,UCSD - 128,CGNAT
1696677805.772793,CpgjRf4DQOYqSYacI5,128.54.0.50,62290,192.135.237.10,7000,tcp,-,4.062454,0,0,S0,T,T,0,S,10,640,0,0,(empty),-,-,UCSD - 128,Marine Physical Lab - ..237
1696677412.504626,CdSqLpLRN8iBf9iEl,100.64.0.200,64874,10.0.0.0,53,udp,dns,0.000234,49,424,SF,T,T,0,Dd,1,77,2,480,(empty),-,-,CGNAT,Private network range
1696677300.68957,CtrEffTMwdXMSpMw7,128.54.1.244,53807,0.0.0.0,7000,tcp,-,4.053238,0,0,S0,T,T,0,S,10,640,0,0,(empty),-,-,UCSD - 128,This network
1696677243.04701,CtQOvt3pTLXw9yPt71,127.0.0.200,51181,132.239.0.50,53,udp,dns,0.000276,49,988,SF,T,T,0,Dd,1,77,2,1044,(empty),-,-,Loopback,UCSD - 132
1696676700.956088,CczvHj3UBADP8JTvM,100.64.0.50,62040,172.16.1.244,80,tcp,-,-,-,-,S0,T,T,0,S,1,52,0,0,(empty),-,-,CGNAT,Private network range - 172
1696676557.320998,CmBkhG4i3wgGwgb4X4,169.228.0.50,63156,172.16.0.0,53,udp,dns,0.000455,40,442,SF,T,T,0,Dd,1,68,2,498,(empty),-,-,UCSD - 169,Private network range - 172
1696677236.964363,CFcpmD2z5A1V5LvpS4,137.110.0.0,62492,0.0.0.200,53,udp,dns,0.000432,33,586,SF,T,T,0,Dd,1,61,2,642,(empty),-,-,UCSD - 137,This network
1696677456.180362,CJF0Yq3G0LJG7zpM71,172.16.0.50,58824,127.0.0.50,7000,tcp,-,2.065179,0,0,S0,T,T,0,S,4,256,0,0,(empty),-,-,Private network range - 172,Loopback
1696677205.740344,CsdUyb4b4n0ktEnCTd,192.135.238.9,52440,192.168.0.0,7000,tcp,-,2.002910,0,0,S0,T,T,0,S,4,256,0,0,(empty),-,-,Marine Physical Lab - ..238,Private network range - 192
1696677563.650682,COlLVA1tXGp2myFHtg,100.64.0.0,54023,172.16.1.244,7000,tcp,-,2.012884,0,0,S0,T,T,0,S,4,256,0,0,(empty),-,-,CGNAT,Private network range - 172
1696676728.236629,C3wpFn2qmu4mlfhKmi,192.168.0.200,18679,0.0.1.244,8327,udp,-,-,-,-,S0,T,F,0,D,1,132,0,0,(empty),-,-,Private network range - 192,This network
1696677469.547496,C4SS0d4VcY8An2ZVc,10.0.1.244,54932,127.0.0.200,7000,tcp,-,4.058037,0,0,S0,T,T,0,S,10,640,0,0,(empty),-,-,Private network range,Loopback
1696677433.804391,CGp8tI2x7mychEOZTh,0.0.0.200,59534,132.239.0.200,443,tcp,ssl,1.181764,1251,5141,SF,T,F,0,ShADadFf,12,1743,28,11426,(empty),-,-,This network,UCSD - 132
1696677191.076898,C2rbUK1WSdGmhxCwna,127.0.0.0,50879,192.135.238.4,7000,tcp,-,2.012335,0,0,S0,T,T,0,S,4,256,0,0,(empty),-,-,Loopback,Marine Physical Lab - ..238
1696677425.208422,Cp6xiz4RCBRBSkG2Bl,192.135.238.0,60150,192.168.0.0,53,udp,dns,0.004640,84,566,SF,T,T,0,Dd,2,140,4,678,(empty),-,-,Marine Physical Lab - ..238,Private network range - 192
1696676920.864634,Cn3uXG3OLilLupYzW5,0.0.0.0,61903,128.54.0.50,7000,tcp,-,2.011018,0,0,S0,T,T,0,S,4,256,0,0,(empty),-,-,This network,UCSD - 128
1696677940.972967,Czf8fw3TRebvHvEBU8,128.54.1.244,65413,137.110.0.0,7000,tcp,-,2.003794,0,0,S0,T,T,0,S,4,256,0,0,(empty),-,-,UCSD - 128,UCSD - 137
1696677157.391908,CANou24ug9GKMHPTZb,172.16.1.244,55752,169.228.1.244,53,udp,dns,0.000281,37,650,SF,T,T,0,Dd,1,65,2,706,(empty),-,-,Private network range - 172,UCSD - 169
1696677247.275182,Cck4lQ1TeleV2k0qze,137.110.1.244,50662,172.16.1.244,7000,tcp,-,2.006434,0,0,S0,T,T,0,S,4,256,0,0,(empty),-,-,UCSD - 137,Private network range - 172
1696676542.915166,C3wCxT3nJX51InM0u,192.168.0.50,58398,137.110.1.244,7000,tcp,-,2.023546,0,0,S0,T,T,0,S,4,256,0,0,(empty),-,-,Private network range - 192,UCSD - 137
1696676644.184892,CIB4mx3OfRcSVqjEV8,137.110.0.50,52822,169.228.0.0,7000,tcp,-,4.019868,0,0,S0,T,T,0,S,10,640,0,0,(empty),-,-,UCSD - 137,UCSD - 169
1696676678.392778,C0egvn3uXhIcw8kO83,10.0.1.244,55392,172.16.0.50,7000,tcp,-,4.041584,0,0,S0,T,T,0,S,8,512,0,0,(empty),-,-,Private network range,Private network range - 172
1696677369.574873,C2mtWL3SlUrQUpUWDj,192.135.237.0,53562,169.228.1.244,7000,tcp,-,4.067534,0,0,S0,T,T,0,S,10,640,0,0,(empty),-,-,Marine Physical Lab - ..237,UCSD - 169
1696677452.590026,C5wsawr7PsFln6k3,100.64.0.50,61548,137.110.1.244,7000,tcp,-,4.042866,0,0,S0,T,T,0,S,10,640,0,0,(empty),-,-,CGNAT,UCSD - 137
1696677801.916427,CDlz9h18QnGlfduyQi,192.135.238.2,62344,132.239.0.0,7000,tcp,-,4.064607,0,0,S0,T,T,0,S,10,640,0,0,(empty),-,-,Marine Physical Lab - ..238,UCSD - 132
1696678174.495089,C1r5Uj8ItRVlBGYib,127.0.1.244,56845,192.168.1.244,993,tcp,ssl,4.925967,2148,4262,SF,T,F,0,ShADadFf,15,2940,24,9788,(empty),-,-,Loopback,Private network range - 192
1696677452.611921,CS0cs7M8ZIMUIr1d2,127.0.1.244,18679,172.16.1.244,6881,udp,-,0.152647,65,156,SF,T,F,0,Dd,1,93,2,212,(empty),-,-,Loopback,Private network range - 172
1696677895.567138,CPJMRO1p62qkbysApd,192.135.238.1,63754,137.110.0.0,7000,tcp,-,2.046348,0,0,S0,T,T,0,S,4,256,0,0,(empty),-,-,Marine Physical Lab - ..238,UCSD - 137
1696676468.682401,CS4hXwRado7GrGIyi,100.64.1.244,57176,10.0.0.200,53,tcp,dns,0.008357,2095,81,SF,T,T,0,ShADadFf,6,2347,10,586,(empty),-,-,CGNAT,Private network range
1696676744.633442,CsnOTp3D7Krz506T65,169.228.0.50,59445,128.54.0.50,7000,tcp,-,2.019289,0,0,S0,T,T,0,S,4,256,0,0,(empty),-,-,UCSD - 169,UCSD - 128
1696677835.574573,CroPAE2hfWeu2WtdF8,169.228.0.50,62731,10.0.0.200,7000,tcp,-,4.043196,0,0,S0,T,T,0,S,10,640,0,0,(empty),-,-,UCSD - 169,Private network range
1696678126.087918,C5gg9E302nATh4oqb7,132.239.1.244,52999,169.228.1.244,7000,tcp,-,4.032194,0,0,S0,T,T,0,S,10,640,0,0,(empty),-,-,UCSD - 132,UCSD - 169
1696677250.5067,COIVOH34GSPnVuqvHh,0.0.0.50,58719,192.135.238.2,53,tcp,dns,0.008301,2097,82,SF,T,T,0,ShADadFf,6,2349,10,588,(empty),-,-,This network,Marine Physical Lab - ..238
1696677567.629718,CW2kdG16HDMnsrilP,192.135.238.6,7260,169.228.0.200,22223,tcp,-,3.000572,0,0,S0,T,F,0,S,3,156,0,0,(empty),-,-,Marine Physical Lab - ..238,UCSD - 169
1696677383.43625,ChSHNy4W20sUVfmb44,192.135.238.7,3909,172.16.0.200,2000,tcp,-,11.008312,282,0,RSTO,T,F,0,ShADaR,4,454,4,184,(empty),-,-,Marine Physical Lab - ..238,Private network range - 172
1696677456.112955,CttBG03iD0Ji4gNFxd,128.54.0.50,58815,127.0.0.0,7000,tcp,-,2.048856,0,0,S0,T,T,0,S,4,256,0,0,(empty),-,-,UCSD - 128,Loopback
1696677624.488535,COYO2d0f5TcdcV8th,192.135.238.10,61433,192.168.0.200,53,udp,dns,0.000244,37,674,SF,T,T,0,Dd,1,65,2,730,(empty),-,-,Marine Physical Lab - ..238,Private network range - 192
1696676712.335713,CSF7h81UVGJsdKSj9c,192.135.238.8,57110,192.168.1.244,7000,tcp,-,4.063091,0,0,S0,T,T,0,S,10,640,0,0,(empty),-,-,Marine Physical Lab - ..238,Private network range - 192
1696677578.618734,CxjHJg2axLJGih4g5d,169.228.1.244,53757,169.228.0.50,53,udp,dns,0.000492,47,212,SF,T,T,0,Dd,1,75,2,268,(empty),-,-,UCSD - 169,UCSD - 169
1696677747.512531,CmyQW147bFAsXjaulf,0.0.0.50,54380,172.16.1.244,53,udp,dns,0.000955,148,296,SF,T,T,0,Dd,1,176,2,352,(empty),-,-,This network,Private network range - 172
1696677609.997055,CnDBNt2FwIgAQTVOq2,172.16.0.0,8483,169.228.0.200,8080,tcp,-,0.156780,0,0,REJ,T,F,0,Sr,1,52,2,80,(empty),-,-,Private network range - 172,UCSD - 169
1696676595.923234,CDN23eNjLXDPIIRj9,132.239.0.0,60428,169.228.0.0,53,udp,dns,0.000290,42,1002,SF,T,T,0,Dd,1,70,2,1058,(empty),-,-,UCSD - 132,UCSD - 169
1696676813.723407,C93ANV36e4PrqqNZH4,192.135.237.2,62103,0.0.0.200,53,udp,dns,0.000391,33,562,SF,T,T,0,Dd,1,61,2,618,(empty),-,-,Marine Physical Lab - ..237,This network
1696676459.353548,CovDXo4T9w1QheiAJ6,192.135.237.10,9471,127.0.0.50,22784,tcp,-,0.914419,387,575,SF,T,F,0,ShADdfFr,6,639,8,1494,(empty),-,-,Marine Physical Lab - ..237,Loopback
1696676560.309419,CbgnkN10UdGr90KlEa,10.0.1.244,18679,0.0.0.50,22223,udp,-,0.552021,416,0,S0,T,F,0,D,4,528,0,0,(empty),-,-,Private network range,This network
1696677896.518457,CxQsXM2TqYK9gx7nqf,192.168.0.200,62522,192.135.238.8,53,udp,dns,0.001030,176,84,SF,T,T,0,Dd,1,204,2,140,(empty),-,-,Private network range - 192,Marine Physical Lab - ..238
1696678133.04062,CMZq234NRzMBavGOtf,128.54.0.0,58802,128.54.0.50,53,udp,dns,0.000192,45,154,SF,T,T,0,Dd,1,73,2,210,(empty),-,-,UCSD - 128,UCSD - 128
1696676437.179861,CwxCpn2ruGpptMuA4c,172.16.0.0,51019,192.135.238.10,7000,tcp,-,2.013572,0,0,S0,T,T,0,S,4,256,0,0,(empty),-,-,Private network range - 172,Marine Physical Lab - ..238
1696676522.940894,CiDoiA3cfTU5GbX5pk,169.228.0.0,57967,192.135.238.4,7000,tcp,-,2.037360,0,0,S0,T,T,0,S,4,256,0,0,(empty),-,-,UCSD - 169,Marine Physical Lab - ..238
1696676898.888419,CpHZZL1B1gY20nS6xd,128.54.0.50,52821,192.135.237.2,7000,tcp,-,2.011037,0,0,S0,T,T,0,S,4,256,0,0,(empty),-,-,UCSD - 128,Marine Physical Lab - ..237
1696676868.699655,CjG6Q72KyuiybnEii,172.16.0.0,52255,0.0.0.200,7000,tcp,-,2.008063,0,0,S0,T,T,0,S,4,256,0,0,(empty),-,-,Private network range - 172,This network
1696678162.938095,CSFPOHb8tyyscxF8h,192.135.238.6,56561,128.54.0.200,53,udp,dns,0.006458,84,566,SF,T,T,0,Dd,2,140,4,678,(empty),-,-,Marine Physical Lab - ..238,UCSD - 128
1696677884.999897,CZOG6E4SRLr3E7Xrhc,137.110.0.200,55358,100.64.0.50,53,udp,dns,0.006103,84,566,SF,T,T,0,Dd,2,140,4,678,(empty),-,-,UCSD - 137,CGNAT
1696676673.91338,CBFzIu3cidnThWbCjf,128.54.0.0,50446,169.228.0.200,7000,tcp,-,2.037187,0,0,S0,T,T,0,S,4,256,0,0,(empty),-,-,UCSD - 128,UCSD - 169
1696677673.436507,CK9YomRhWVk7hCJsi,132.239.0.200,49665,192.135.237.9,53,udp,dns,0.000223,38,370,SF,T,T,0,Dd,1,66,2,426,(empty),-,-,UCSD - 132,Marine Physical Lab - ..237
1696677647.23647,CNEFg43xejbf21hBfg,100.64.0.0,63775,127.0.0.0,7000,tcp,-,4.018583,0,0,S0,T,T,0,S,10,640,0,0,(empty),-,-,CGNAT,Loopback
1696676939.67611,CDuQLHtO7GVI055lc,192.168.0.0,57656,100.64.1.244,7000,tcp,-,2.016093,0,0,S0,T,T,0,S,4,256,0,0,(empty),-,-,Private network range - 192,CGNAT
1696676953.596093,CgYYAh2yqGVBZDxMG7,10.0.1.244,60301,172.16.0.50,7000,tcp,-,2.009293,0,0,S0,T,T,0,S,4,256,0,0,(empty),-,-,Private network range,Private network range - 172
1696677099.711935,CUdbmz2P0iSC2IHzfi,192.135.237.3,61039,100.64.1.244,7000,tcp,-,2.011798,0,0,S0,T,T,0,S,4,256,0,0,(empty),-,-,Marine Physical Lab - ..237,CGNAT
1696677437.832171,Czpj0H15xQHZ3r2Abh,10.0.1.244,58958,192.135.238.5,7000,tcp,-,4.071492,0,0,S0,T,T,0,S,10,640,0,0,(empty),-,-,Private network range,Marine Physical Lab - ..238
1696676924.52116,CCT7J03EOaMnTszqei,169.228.0.0,58386,137.110.0.50,53,udp,dns,0.000331,33,180,SF,T,T,0,Dd,1,61,2,236,(empty),-,-,UCSD - 169,UCSD - 137
1696676575.981346,CAX5ys1664zLoJ7QMh,128.54.0.50,55833,169.228.0.50,7000,tcp,-,4.050591,0,0,S0,T,T,0,S,10,640,0,0,(empty),-,-,UCSD - 128,UCSD - 169
1696677401.227689,CV50fiYTXgdNvmkEc,192.168.1.244,57394,100.64.1.244,53,tcp,dns,0.011091,2177,82,SF,T,T,0,ShADadFf,6,2429,8,508,(empty),-,-,Private network range - 192,CGNAT
1696677065.970221,CAXfJO2n0dkMBU1lse,172.16.1.244,64913,137.110.0.50,7000,tcp,-,4.055852,0,0,S0,T,T,0,S,10,640,0,0,(empty),-,-,Private network range - 172,UCSD - 137
1696677439.433832,CrLsFr1sE7NJ3CJO74,132.239.1.244,51295,172.16.0.200,53,udp,dns,0.000330,33,180,SF,T,T,0,Dd,1,61,2,236,(empty),-,-,UCSD - 132,Private network range - 172
1696676712.897471,COxFwz2zBeqgCmPJC,137.110.1.244,61241,132.239.0.50,7000,tcp,-,2.016744,0,0,S0,T,T,0,S,4,256,0,0,(empty),-,-,UCSD - 137,UCSD - 132
1696677607.488563,CAQwby3OBRy9MUl0Dl,100.64.0.50,52976,0.0.0.50,443,tcp,ssl,5.023280,1371,6244,SF,T,T,0,ShADadfF,12,1863,26,13552,(empty),-,-,CGNAT,This network
1696677784.450721,CSCckW1uhvqA2qTKO1,0.0.0.50,57752,192.135.237.6,7000,tcp,-,4.037674,0,0,S0,T,T,0,S,10,640,0,0,(empty),-,-,This network,Marine Physical Lab - ..237
1696677798.948034,CrkdKy4zPznBxVdfP1,10.0.0.50,62244,192.168.1.244,7000,tcp,-,4.316255,0,0,S0,T,T,0,S,10,640,0,0,(empty),-,-,Private network range,Private network range - 192
1696676854.638476,Cv9USb3D3VhUISr7H3,192.168.0.50,56336,128.54.1.244,7000,tcp,-,4.046198,0,0,S0,T,T,0,S,10,640,0,0,(empty),-,-,Private network range - 192,UCSD - 128
1696677322.812024,Cub11B4uMqjFhtGiVe,0.0.0.200,56390,132.239.0.200,7000,tcp,-,2.028157,0,0,S0,T,T,0,S,4,256,0,0,(empty),-,-,This network,UCSD - 132
1696677795.768785,CIhDj64FUSnZQcvFq5,10.0.0.50,60282,100.64.0.0,7000,tcp,-,2.010169,0,0,S0,T,T,0,S,4,256,0,0,(empty),-,-,Private network range,CGNAT
1696676442.922078,C7vz6k3tlVjxe2D80g,192.135.237.9,56475,192.135.237.5,7000,tcp,-,2.023363,0,0,S0,T,T,0,S,4,256,0,0,(empty),-,-,Marine Physical Lab - ..237,Marine Physical Lab - ..237
1696677462.877992,CCwxpx3FEI80WARyv2,192.168.1.244,59365,172.16.1.244,7000,tcp,-,2.015768,0,0,S0,T,T,0,S,4,256,0,0,(empty),-,-,Private network range - 192,Private network range - 172
1696677273.452779,CLkTFC2VNwRFmdxMR9,192.135.237.1,64707,192.135.238.9,443,tcp,ssl,120.983203,666,3989,RSTO,T,F,0,ShADadfR,11,1226,22,9138,(empty),-,-,Marine Physical Lab - ..237,Marine Physical Lab - ..238
1696676814.338371,C4ZnoRwDUpbTRiy8,137.110.0.50,57468,192.135.237.7,80,tcp,http,60.030410,321,737,SF,T,F,0,ShADadFf,6,573,8,1818,(empty),-,-,UCSD - 137,Marine Physical Lab - ..237
1696677147.621886,CR5ky3qRiYLRahhob,169.228.0.0,58261,169.228.0.50,53,udp,dns,0.000221,36,708,SF,T,T,0,Dd,1,64,2,764,(empty),-,-,UCSD - 169,UCSD - 169
1696676947.364728,C1tHOBSqI2bst8eyg,169.228.0.200,61401,128.54.0.200,7000,tcp,-,2.010519,0,0,S0,T,T,0,S,4,256,0,0,(empty),-,-,UCSD - 169,UCSD - 128
1696677942.196682,CiAQHG3ULJsRa4cyd7,0.0.0.50,49423,128.54.0.0,7000,tcp,-,4.049261,0,0,S0,T,T,0,S,10,640,0,0,(empty),-,-,This network,UCSD - 128
1696676724.287021,CXClVV8ZDnZ369KQh,137.110.0.0,62730,132.239.0.50,53,tcp,dns,0.005721,2052,80,SF,T,T,0,ShADadFf,6,2304,10,584,(empty),-,-,UCSD - 137,UCSD - 132
1696676683.440993,CgfQM23EGFST74eDKi,127.0.0.0,55485,169.228.1.244,7000,tcp,-,2.015715,0,0,S0,T,T,0,S,4,256,0,0,(empty),-,-,Loopback,UCSD - 169
1696676717.857114,CVy0zO2AllQkmy5ac9,128.54.0.0,55238,10.0.0.200,53,udp,dns,0.000223,41,186,SF,T,T,0,Dd,1,69,2,242,(empty),-,-,UCSD - 128,Private network range
1696677800.683979,C1B7nOYnLL8hLy3mf,10.0.0.50,60366,10.0.0.0,7000,tcp,-,4.061784,0,0,S0,T,T,0,S,10,640,0,0,(empty),-,-,Private network range,Private network range
1696676663.586749,C7liq717upHbw0cBgj,100.64.0.50,4839,100.64.0.200,8088,tcp,-,8.033569,68,0,SF,T,F,0,ShADafF,7,360,8,344,(empty),-,-,CGNAT,CGNAT
1696676773.054515,CmK3FS3RdfCPfSzcga,137.110.1.244,57123,0.0.1.244,7000,tcp,-,2.021138,0,0,S0,T,T,0,S,4,256,0,0,(empty),-,-,UCSD - 137,This network
1696678111.135155,CaDZAi1zRrFeSPwJh4,10.0.0.50,52635,132.239.0.50,7000,tcp,-,2.003741,0,0,S0,T,T,0,S,4,256,0,0,(empty),-,-,Private network range,UCSD - 132
1696677105.777997,CDd3p29MoMrIVp1xe,192.135.237.3,51229,192.135.238.2,7000,tcp,-,2.016435,0,0,S0,T,T,0,S,4,256,0,0,(empty),-,-,Marine Physical Lab - ..237,Marine Physical Lab - ..238
1696676760.059279,CEao481fg1cLWiJKWi,10.0.1.244,18679,0.0.0.50,9184,udp,-,0.139368,104,620,SF,T,F,0,Dd,1,132,2,676,(empty),-,-,Private network range,This network
1696677972.859303,CqTc841CbgiHfsuJd9,137.110.0.50,53705,192.135.238.10,7000,tcp,-,2.015605,0,0,S0,T,T,0,S,4,256,0,0,(empty),-,-,UCSD - 137,Marine Physical Lab - ..238
1696676984.981316,CUbixO2bb8uxa7nAh6,137.110.0.200,64439,100.64.0.200,53,udp,dns,0.000550,33,576,SF,T,T,0,Dd,1,61,2,632,(empty),-,-,UCSD - 137,CGNAT
1696677481.589164,CeKLFy2m8Uu8UW9fO2,100.64.0.0,52353,137.110.0.50,53,udp,dns,0.000392,62,620,SF,T,T,0,Dd,2,118,4,732,(empty),-,-,CGNAT,UCSD - 137
1696676619.263943,CvJI8W2zYemPwlasqk,192.135.238.1,56386,192.135.238.10,443,tcp,ssl,61.416591,2026,3951,S3,T,F,0,ShADdaf,8,2450,34,10120,(empty),-,-,Marine Physical Lab - ..238,Marine Physical Lab - ..238
1696677837.655075,CpCg2E4gge74Bwr9A8,128.54.1.244,51474,100.64.0.0,7000,tcp,-,2.005384,0,0,S0,T,T,0,S,4,256,0,0,(empty),-,-,UCSD - 128,CGNAT
